PMID,DOI,Title,Journal,Year,FirstAuthor,Keywords,Abstract
37079226,10.1007/s10815-023-02799-8,Co-culture of human cryopreserved fragmented ovarian tissue with theca progenitor cells derived from theca stem cells.,Journal of assisted reproduction and genetics,2023,"Dalman, Azam",Female; Humans; *Theca Cells/metabolism; Caspase 3; *Progesterone/metabolism; Androstenedione/metabolism/pharmacology; Coculture Techniques; Tumor Suppressor Protein p53/genetics; Granulosa Cells/metabolism; Estradiol/metabolism; Testosterone/metabolism; Co-culture system; Human ovarian cryopreservation; Human primordial follicles; Human theca progenitor cells; Ovarian cortical fragments,"PURPOSE: Despite the significant advances in the in vitro development of human primordial follicles, it is still a challenging approach with great potential for improvements. Therefore, the present study aimed to investigate the effect of a feeder layer of human theca progenitor cells (hTPCs) on the development of primordial follicles embedded in human ovarian tissue. METHODS: Fragments of frozen-thawed ovarian tissue were activated using the vanadate-derivative dipotassium bisperoxo (5-hydroxy-"
36941728,10.1186/s13048-023-01131-3,In-vivo oogenesis of oogonial and mesenchymal stem cells seeded in transplanted ovarian extracellular matrix.,Journal of ovarian research,2023,"Mirzaeian, Leila",Mice; Female; Animals; Humans; *Ovary; Vascular Endothelial Growth Factor A; Oogenesis; *Mesenchymal Stem Cells; Extracellular Matrix; Allograft; Angiogenesis; Mesenchymal stem cell; Oogenesis; Oogonial Stem Cell,"OBJECTIVE (S): One way to overcome the recurrence of cancer cells following ovarian tissue transplantation is to use decellularized tissues as a scaffold that does not have any cellular components. These cell-free scaffolds can be seeded with different type of stem cells for ovarian restoration. MATERIALS AND METHODS: OSCs, PMSCs and BMSCs (oogonial, peritoneal and bone marrow mesenchymal stem cells, respectively) were seeded into human decellularized ovarian tissue as 4 groups: Scaffold + OSCs "
36221877,10.2174/1386207325666221010112601,Prognostic Significance of ZP3 in Hepatocellular Carcinoma.,Combinatorial chemistry & high throughput screening,2023,"Bi, Yuanjian","Humans; *Carcinoma, Hepatocellular/diagnosis/genetics/metabolism; *Liver Neoplasms/diagnosis/genetics/metabolism; Prognosis; Zona Pellucida Glycoproteins; Hepatocellular carcinoma; disease-free survival; overall survival; prognostic significance; signaling pathways; zona pellucida glycoprotein 3","OBJECTIVE: The study aims to explore the prognostic significance of zona pellucida glycoprotein 3 (ZP3) in hepatocellular carcinoma (HCC) tissues. METHODS: The expression of ZP3 protein in HCC tissues was detected by immunohistochemistry (IHC) to study its effects on the clinicopathological characteristics and prognosis of HCC patients. The Cancer Genome Atlas (TCGA) database was used to confirm the expression of ZP3 in HCC tissues, and Gene set enrichment analysis (GSEA) was performed to obtain"
35768997,10.1111/cpr.13288,Peripubertal requirement of Tsg101 in maintaining the integrity of membranous structures in mouse oocytes.,Cell proliferation,2022,"Shin, Hyejin","Animals; DNA-Binding Proteins; *Endosomal Sorting Complexes Required for Transport/genetics; Gonadotropin-Releasing Hormone; Mice; Mice, Transgenic; *Oocytes; Transcription Factors; Tsg101 Protein","OBJECTIVE: As a component of Endosomal Sorting Complex Required for Transport (ESCRT) complex I, the tumor susceptibility gene 101 (Tsg101) carries out multiple functions. In this work, we report that oocyte-specific deletion of tumor susceptibility gene 101 (Tsg101) leads to age-dependent oocyte demise in mice. MATERIALS AND METHOD: Tsg101 floxed mice (Tsg101(f/f) ) were bred with Zp3(cre) transgenic mice to examine oocyte-specific roles of Tsg101. Multiple cellular and molecular biological app"
34736966,10.1016/j.mce.2021.111502,Novel expression of zona pellucida 3 protein in normal testis; potential functional implications.,Molecular and cellular endocrinology,2022,"Pulawska, Kamila",Adult; Animals; Cell Line; Humans; Male; Mice; Middle Aged; Sertoli Cells/metabolism; Spermatids/metabolism; Spermatocytes/metabolism; Spermatogonia/metabolism; Testis/*metabolism; Tissue Distribution; *Up-Regulation; Zona Pellucida Glycoproteins/*genetics/*metabolism; Epithelial cancer; Normal tissues; Ovary; Testis; ZP3 immunization; Zona pellucida 3 (ZP3),"The expression of the zona pellucida glycoprotein 3 (ZP3), originally thought to be specific for oocytes, was recently extended to ovarian, prostate, colorectal and lung cancers. Earlier successful ZP3 immunization of a transgenic mouse model carrying a ZP3 positive ovarian tumor emphasized the suitability of ZP3 for cancer immunotherapy. This study was carried out to determine whether any other normal tissues besides the ovary in healthy human and mouse tissues may express ZP3, considered impor"
33828127,10.1038/s41598-021-86888-7,Prognostic and therapeutic implications of extracellular matrix associated gene signature in renal clear cell carcinoma.,Scientific reports,2021,"Ahluwalia, Pankaj","Aged; Carcinoma, Renal Cell/*genetics/mortality/therapy; Extracellular Matrix/*genetics/immunology; Female; Gene Expression Regulation, Neoplastic; Gene Regulatory Networks; Humans; Kaplan-Meier Estimate; Kidney Neoplasms/*genetics/mortality/therapy; Male; Middle Aged; Prognosis; Progression-Free Survival; Proportional Hazards Models; Tumor Microenvironment/genetics/immunology","Complex interactions in tumor microenvironment between ECM (extra-cellular matrix) and cancer cell plays a central role in the generation of tumor supportive microenvironment. In this study, the expression of ECM-related genes was explored for prognostic and immunological implication in clear cell renal clear cell carcinoma (ccRCC). Out of 964 ECM genes, higher expression (z-score > 2) of 35 genes showed significant association with overall survival (OS), progression-free survival (PFS) and dise"
33348145,10.1016/j.theriogenology.2020.12.009,Expression patterns of ZO-1/2 and their effects on porcine oocyte in vitro maturation and early embryonic development.,Theriogenology,2021,"Cao, Lihua",Animals; Blastocyst; Cumulus Cells; Embryonic Development; Female; *In Vitro Oocyte Maturation Techniques/veterinary; Mice; Oocytes; Swine; *Tight Junctions; Oocyte in vitro maturation; Porcine; ZO-1; ZO-2; shRNA,"Zonula occludens (ZO)-1 and ZO-2 are involved in epithelial polarity maintenance, gene transcription, cell proliferation and tumor cell metastasis. Regulating ZO-1/2 expression influences the early embryonic development of mice, but whether they are involved in oocyte maturation is still poorly understood. In the present study, the expression patterns of ZO-1 and ZO-2 in porcine cumulus cells and oocytes matured in vitro and early embryos from parthenogenetic activation were detected by qRT-PCR "
30503065,10.1016/j.tice.2018.11.001,Structural and molecular analysis of the cancer prostate cell line PC3: Oocyte zona pellucida glycoproteins.,Tissue & cell,2018,"Costa, Jessica","Cell Aggregation/physiology; Humans; Male; Oocytes/metabolism; PC-3 Cells/*cytology; Prostate/metabolism/pathology; Prostatic Neoplasms/*metabolism/*pathology; Protein Processing, Post-Translational/physiology; Zona Pellucida Glycoproteins/*metabolism; Electron microscopy; Immunocytochemistry; PC3 cell line; Prostate cancer; Real time PCR; Zona pellucida glycoproteins","The human oocyte zona pellucida (ZP) is made of four glycoproteins, ZP1-ZP4. Recently, the prostate adenocarcinoma and prostate cancer PC3 cell-line were shown to express the human oocyte ZP3 glycoprotein, which was evaluated in a single report subject to patent. To further clarify whether oocyte zona pellucida glycoproteins are expressed in prostate cancer tissue and PC3-cells, in this report we evaluated protein expression of the four ZP glycoproteins in normal prostate tissue, prostate adenoc"
30334302,10.1111/cpr.12530,Comparison of different in vitro differentiation conditions for murine female germline stem cells.,Cell proliferation,2019,"Zou, Kang","Animals; Cell Culture Techniques; Cell Cycle Proteins; Cells, Cultured; DEAD-box RNA Helicases/biosynthesis; DNA-Binding Proteins; Female; Granulosa Cells/*cytology; Membrane Proteins/biosynthesis; Mice; Nuclear Proteins/biosynthesis; Octamer Transcription Factor-3/biosynthesis; Oocytes/*cytology; Oogenesis/*physiology; Positive Regulatory Domain I-Binding Factor 1/biosynthesis; Zona Pellucida Glycoproteins/biosynthesis; differentiation; female germline stem cells; in vitro; mouse","OBJECTIVES: In vitro differentiation of oocytes from female germline stem cells (FGSCs) has exciting potential applications for reproductive medicine. Some researchers have attempted to reveal the in vitro differentiation capacity of FGSCs. However, no systematic comparative study of in vitro differentiation conditions has been performed for murine FGSCs (mFGSCs). MATERIALS AND METHODS: mFGSCs line was cultured under five different conditions for in vitro differentiation. RT-PCR was performed to"
30005706,10.1186/s13148-018-0526-8,Loss of maternal EED results in postnatal overgrowth.,Clinical epigenetics,2018,"Prokopuk, Lexie","Adiposity; Animals; Bone Density; Disease Models, Animal; Enhancer of Zeste Homolog 2 Protein/genetics; Female; *Gene Deletion; Growth Disorders/*genetics/metabolism; Humans; Male; Maternal Inheritance; Mice; Oocytes/*growth & development/metabolism; Polycomb Repressive Complex 2/*genetics; EED; EZH2; Epigenetic inheritance; Germ; H3K27me3; Histone; Oocyte; Overgrowth; Polycomb; Weaver","BACKGROUND: Investigating how epigenetic information is transmitted through the mammalian germline is the key to understanding how this information impacts on health and disease susceptibility in offspring. EED is essential for regulating the repressive histone modification, histone 3 lysine 27 tri-methylation (H3K27me3) at many developmental genes. RESULTS: In this study, we used oocyte-specific Zp3-Cre recombinase (Zp3Cre) to delete Eed specifically in mouse growing oocytes, permitting the stu"
42450137,10.3390/ijms27135866,Co-Option and Conflict: The Deep Evolutionary History of ZP-Domain Proteins from ECMs to Species Barriers.,International journal of molecular sciences,2026,"Bezborodkina, Natalia","Animals; *Evolution, Molecular; *Zona Pellucida/metabolism; Phylogeny; *Zona Pellucida Glycoproteins/genetics/metabolism/chemistry; Humans; Protein Domains; *Extracellular Matrix Proteins/genetics/metabolism; *Extracellular Matrix/metabolism/genetics; ZP (Zona Pellucida); ZP-domain proteins; egg coat evolution; metazoan reproduction; molecular coevolution; phylogenetics","The Zona Pellucida (ZP) and its structural analogs are evolutionarily ancient extracellular matrix components. These are essential for oocyte protection, species-specific gamete recognition, and prevention of polyspermy across Metazoa. Defined by the conserved ZP-domain-comprising ZP-N and ZP-C subdomains-these glycoproteins self-assemble into fibrillar matrices through tightly regulated polymerization. Mechanisms of the regulated polymerization involve furin cleavage, disulfide bonding, and hyd"
41524182,10.1096/fj.202503270R,hnRNPU Safeguards Oocyte Development and Female Fertility via Regulation of Alternative Splicing.,FASEB journal : official publication of the Federation of American Societies for,2026,"Li, Jinmei","Animals; Female; *Oocytes/metabolism/cytology; *Alternative Splicing; Mice; *Fertility/genetics; Mice, Knockout; *Oogenesis; Growth Differentiation Factor 9/genetics/metabolism; *Infertility, Female/genetics/metabolism; Mitochondria/metabolism; alternative splicing; female; heterogeneous nuclear ribonucleoprotein U; infertility; mitochondria; oocyte","RNA-binding proteins (RBPs) are essential for oocyte development, folliculogenesis, and ovarian homeostasis by regulating RNA metabolism. Heterogeneous nuclear ribonucleoprotein U (hnRNPU) plays critical roles in the regulation of multiple physiological processes as a key RBP, yet its function in mammalian oocytes remains poorly understood. Here, we generated two oocyte-specific Hnrnpu knockout mouse models by using Zp3-Cre and Gdf9-Cre transgenic mouse lines to dissect its role in female reprod"
40684330,10.1080/01616412.2025.2532039,Identification of potential biomarkers and therapeutic targets for cerebral venous thrombosis.,Neurological research,2026,"Song, Jiahao","Humans; Genome-Wide Association Study; Quantitative Trait Loci/genetics; *Venous Thrombosis/genetics/drug therapy; *Intracranial Thrombosis/genetics/drug therapy; Biomarkers/metabolism; Mendelian Randomization Analysis; Genetic Predisposition to Disease/genetics; Molecular Docking Simulation; Polymorphism, Single Nucleotide; Cerebral venous thrombosis; Mendelian randomization; druggable genes; genome-wide association study; therapeutic targets","BACKGROUND AND AIMS: Cerebral venous thrombosis (CVT) is an uncommon yet potentially life-threatening subtype of stroke that predominantly affects younger individuals. This study aimed to systematically identify and validate druggable genes associated with CVT susceptibility using Mendelian randomization (MR) approaches. METHODS: We integrated two large-scale expression quantitative trait loci (eQTLs) datasets - eQTLGen (peripheral blood) and PsychENCODE (brain tissue) - as exposures, with CVT g"
39767756,10.3390/biomedicines12122850,Decoding the Genes Orchestrating Egg and Sperm Fusion Reactions and Their Roles in Fertility.,Biomedicines,2024,"Khan, Ranjha",acrosome reaction; capacitation; in vitro fertilization (IVF); sperm-egg fusion,"Mammalian fertilization is a complex and highly regulated process that has garnered significant attention, particularly with advancements in assisted reproductive technologies such as in vitro fertilization (IVF). The fusion of egg and sperm involves a sequence of molecular and cellular events, including capacitation, the acrosome reaction, adhesion, and membrane fusion. Critical genetic factors, such as IZUMO1, JUNO (also known as FOLR4), CD9, and several others, have been identified as essenti"
39757246,10.1007/s10695-024-01439-x,Comparative transcriptome analysis identified genes involved in testicular development in Takifugu rubripes.,Fish physiology and biochemistry,2025,"Chen, Jinfeng","Male; Animals; *Testis/metabolism/growth & development; *Gene Expression Profiling; *Takifugu/genetics/growth & development/metabolism; Transcriptome; Gene Expression Regulation, Developmental; Takifugu rubripes; Differentially expressed genes; Testicular development; Transcriptomic analysis","To identify candidate genes and pathways involved in testicular development in Takifugu rubripes, a comparative transcription analysis was conducted across the various developmental stages of the testis (stages II to V). A total of 9520 differentially expressed genes (DEGs) were identified among the different stages, and they were significantly clustered into six clusters (P < 0.05). One thousand four hundred eleven DEGs such as gndf, wnt1, and cyp17b1 were found to be decreased from stage II to"
42524388,10.20935/acadbiol7750,Acrosomal Matrix Proteins sp56 and AM67 and Gamete Adhesion in Mammals.,Academia biology,2025,"Wassarman, Paul M",AM67; acrosomal matrix; acrosome; acrosome reaction; capacitation; eggs; fertilization; sp56; sperm; zona pellucida,"Binding of free-swimming sperm to unfertilized eggs is an early step in the complex process of fertilization in mammals. Sperm bind by their head to the relatively thick, fibrillar extracellular matrix (ECM) or zona pellucida (ZP) that completely surrounds the plasma membrane of unfertilized eggs. Bound sperm penetrate the ZP, reach the space between the ZP and plasma membrane (perivitelline space), and a single sperm fuses with the egg's plasma membrane to produce a fertilized egg or zygote. In"
38067041,10.3390/ani13233690,Comparative Transcriptome Analysis Reveals Sexually Dimorphic Gene Expression in the Gonads of Brachymystax tsinlingensis Li.,Animals : an open access journal from MDPI,2023,"Huang, Ling",Brachymystax tsinlingensis Li; sex-biased genes; testis and ovary; transcriptome analysis,"Brachymystax tsinlingensis Li is an endangered cold-water salmonid fish native to China. This study aimed to identify sex-related genes and biological pathways via gonadal transcriptome sequencing of B. tsinlingensis Li. A total of 167,904 unigenes were identified with an average length of 836 bp and an N50 of 1452 bp, of which 84,977 (50.61%) unigenes were successfully annotated in six major databases. Comparative transcriptome analysis identified 22,864 differentially expressed genes (DEGs), o"
36650065,10.24272/j.issn.2095-8137.2022.330,Transfer of the zp3a gene results in changes in egg adhesiveness and buoyancy in transgenic zebrafish.,Zoological research,2023,"Cao, Yu-Qing","Animals; *Zebrafish/genetics; Zona Pellucida Glycoproteins/genetics/metabolism; Egg Proteins/genetics/metabolism; Membrane Glycoproteins/genetics/metabolism; Amino Acid Sequence; Adhesiveness; Receptors, Cell Surface/genetics; Animals, Genetically Modified/genetics; *Cyprinidae; Adhesive; Buoyancy; Egg envelope; Hydration; Zona pellucida protein","Reproductive strategies and spawning habits play key roles in the evolution of endemic East Asian cyprinids. However, the molecular mechanisms underlying the regulation of spawning habits are not well understood. We recently identified zona pellucida (Zp) as the top differentially expressed protein between East Asian cyprinids that produce adhesive and semi-buoyant eggs, suggesting that Zp protein may play important roles in the regulation of egg type. In this work, we generated transgenic zebra"
36406891,10.3389/frph.2022.1030949,Seasonal variation in the morphokinetics of in-vitro-derived bovine embryos is associated with the blastocyst developmental competence and gene expression.,Frontiers in reproductive health,2022,"Yaacobi-Artzi, Shira",blastocyst; embryo development; gene expression; morphokinetic; seasonal effect; time-lapse system,"Summer heat stress is a major cause of reduced development of preimplantation embryos. Nevertheless, seasonal effects on embryo morphokinetics have been less studied. We used a non-invasive time-lapse system that allows continuous monitoring of embryos to study the seasonal impact on embryo morphokinetics. The experiments were performed during the cold and the hot seasons. Cumulus-oocyte complexes were aspirated from ovaries, in-vitro-matured, and fertilized. Putative zygotes were cultured in an"
36185367,10.1016/j.isci.2022.105117,The chromosome-scale genome of the raccoon dog: Insights into its evolutionary characteristics.,iScience,2022,"Lan, Tianming",Animals; Genetics; Genomics; Zoology,"The raccoon dog (Nyctereutes procyonoides) is an invasive canid species native to East Asia with several distinct characteristics. Here, we report a chromosome-scale genome of the raccoon dog with high contiguity, completeness, and accuracy. The intact taste receptor genes, expanded gene families, and positively selected genes related to digestion, absorption, foraging, and detoxification likely support the omnivory of raccoon dogs. Several positively selected genes and raccoon dog-specific muta"
35217439,10.1016/j.phymed.2022.153975,Zuogui pills maintain the stemness of oogonial stem cells and alleviate cyclophosphamide-induced ovarian aging through Notch signaling pathway.,Phytomedicine : international journal of phytotherapy and phytopharmacology,2022,"Zeng, Lihua",Notch signaling pathway; OSCs; Ovarian aging; Stemness; Zuogui pills,"BACKGROUND: Zuogui pills (ZGP), a classical prescription of traditional Chinese medicine, have been widely used in the treatment of ovarian aging. Previous studies have demonstrated its efficacy on protecting ovarian aging, and the mechanisms were mostly relevant to inhibiting the apoptosis of follicles and activating the primordial follicles. However, whether ZGP could stimulate the oogonial stem cells (OSCs) to refresh the follicle pool remains poorly understood. PURPOSE: To investigate the ef"
33633274,10.1038/s41598-021-84140-w,Transcriptomic analysis of granulosa cell populations proximal and distal to the germinal disc of chicken preovulatory follicles.,Scientific reports,2021,"Zhu, Guoqiang",Animals; Blastodisc/*metabolism; Chickens; Female; Gene Expression Regulation; Granulosa Cells; Ovarian Follicle/*metabolism; Ovulation; Real-Time Polymerase Chain Reaction; *Transcriptome,"Within the oocytes of chicken preovulatory follicles, the engulfed yolk constitutes 99% of the oocyte content, while the small germinal disc (GD) (which contains the nucleus and 99% ooplasm) occupies only less than 1%. Relative to the position of the GD, the single granulosa cell layer surrounding the oocyte can be sub-divided into two sub-populations: granulosa cells proximal (named Gp cells) and distal (Gd cells) to the GD. It was reported that Gp cells and Gd cells differ in their morphology,"
33065540,10.1530/REP-20-0123,Sperm binding to ZP2-coated beads improve the efficiency of porcine in vitro fertilisation.,"Reproduction (Cambridge, England)",2020,"Gabriela Hamze, Julieta",Acrosome Reaction; Animals; Female; *Fertilization; Fertilization in Vitro/*methods; Male; Oocytes/*metabolism; *Sperm-Ovum Interactions; Spermatozoa/*metabolism; Swine; Zona Pellucida Glycoproteins/*metabolism,"The role of specific zona pellucida (ZP) glycoproteins in gamete interaction has not yet been elucidated in many species. A recently developed 3D model based on magnetic sepharose beads (B) conjugated to recombinant ZP glycoproteins (BZP) and cumulus cells (CBZP) allows the study of isolated ZP proteins in gamete recognition studies. The objective of this work was to study the role of porcine ZP2, ZP3 and ZP4 proteins in sperm binding, cumulus cell adhesion and acrosome reaction triggering. ZP p"
32686637,10.1017/S0022215120001395,Identification of pathogens causing invasive fungal rhinosinusitis in surgical biopsies using polymerase chain reaction.,The Journal of laryngology and otology,2020,"Chaturantabut, S","Aspergillus/genetics; Biopsy; Candida/genetics; Child; Child, Preschool; Cladosporium/genetics; DNA, Fungal/genetics; Humans; Infant; Mycoses/*microbiology; Paraffin Embedding; Polymerase Chain Reaction/*methods; RNA, Ribosomal, 5.8S/genetics; Retrospective Studies; Rhinitis/*microbiology/pathology; Sinusitis/*microbiology/pathology; Aspergillus; Candida; Cladosporium; Invasive Fungal Rhinosinusitis; Polymerase Chain Reaction","BACKGROUND: Invasive fungal rhinosinusitis is associated with high morbidity and mortality. Rapid pathogen identification is mandatory, but fresh tissue is not always available. A polymerase chain reaction method was designed in order to detect fungi in formalin-fixed paraffin-embedded samples. This was applied to a retrospective series of tissue biopsies from Thai patients with invasive fungal rhinosinusitis. METHODS: Tissue blocks from 64 cases yielded adequate DNA. Three sequential polymerase"
31784633,10.1038/s41598-019-54501-7,Mammalian spermatozoa and cumulus cells bind to a 3D model generated by recombinant zona pellucida protein-coated beads.,Scientific reports,2019,"Hamze, Julieta Gabriela",Animals; Biological Assay/*methods; CHO Cells; Cricetulus; Cumulus Cells/*metabolism; Female; Intravital Microscopy; Male; Recombinant Proteins/metabolism; *Sperm-Ovum Interactions; Spermatozoa/*metabolism; Swine; Zona Pellucida/metabolism; Zona Pellucida Glycoproteins/*metabolism,"The egg is a spherical cell encapsulated by the zona pellucida (ZP) which forms a filamentous matrix composed of several glycoproteins that mediate gamete recognition at fertilization. Studies on molecular mechanisms of sperm-egg binding are limited in many mammalian species by the scarcity of eggs, by ethical concerns in harvesting eggs, and by the high cost of producing genetically modified animals. To address these limitations, we have reproduced a three-dimensional (3D) model mimicking the o"
31287492,10.1093/abbs/gmz065,Immunomodulatory effect of human amniotic epithelial cells on restoration of ovarian function in mice with autoimmune ovarian disease.,Acta biochimica et biophysica Sinica,2019,"Zhang, Qiuwan","Amnion/*cytology; Animals; Apoptosis; Autoimmune Diseases/*therapy; Cell Movement; Culture Media, Conditioned/chemistry; Disease Models, Animal; Epithelial Cells/*cytology; Female; Granulosa Cells/cytology; Humans; Immunohistochemistry; Inflammation; Intramolecular Oxidoreductases/metabolism; Lipopolysaccharides/metabolism; Macrophage Migration-Inhibitory Factors/metabolism; Macrophages/metabolism; Mice; Ovarian Diseases/*therapy; Primary Ovarian Insufficiency/*therapy; RAW 264.7 Cells; Spleen/metabolism; Transforming Growth Factor beta/metabolism; Zona Pellucida Glycoproteins/metabolism; autoimmune ovarian disease; human amniotic epithelial cells; premature ovarian failure; regulatory T cells; zona pellucida protein 3","Autoimmune ovarian disease (AOD) is considered to be a major cause of premature ovarian failure (POF). The immunomodulatory properties of human amniotic epithelial cells (hAECs) have been studied in many disease models. We previously reported that hAECs restored ovarian function in chemotherapy-induced POF mice, but the immunomodulatory mechanism of hAECs is still unclear. To investigate the effect of hAECs on recipient mice, especially on regulatory Treg cells, hAECs and hAEC-conditioned medium"
31208844,10.1016/j.anireprosci.2019.06.002,Researching immunocontraceptive vaccines with mares (Equus caballus) as both a target and model for African elephant (Loxodonta africana) cows: A review.,Animal reproduction science,2019,"Joone, Carolynne J","Animals; Biomedical Research/methods/trends; Contraception, Immunologic/methods/*veterinary; *Elephants/immunology; Female; *Horses/immunology; Models, Animal; Models, Biological; Vaccines, Contraceptive/immunology/*therapeutic use; Veterinary Medicine/methods/trends; African elephant; Horse; Immunocontraception; Vaccine formulation",A sequence of studies is reviewed that reported the domestic horse (Equus caballus) mare as an appropriate and accessible research platform for recording clinical and laboratory data post-immunisation with anti- GnRH and -zona pellucida (ZP) immunocontraceptive vaccines. Experience with a native porcine ZP (pZP) vaccine in African elephant (Loxodonta africana) cows highlighted needs for improving vaccine formulations and more clearly defining associated ovarian effects and safety profiles. Initi
30797753,10.1016/j.yexcr.2019.02.016,Proteomic analysis of mouse ovaries during the prepubertal stages.,Experimental cell research,2019,"Xiong, Jiaqiang","Animals; Female; *Gene Expression Regulation, Developmental; Metabolic Networks and Pathways; Mice; Mice, Inbred C57BL; Ovary/growth & development/*metabolism; Proteome/genetics/*metabolism; *Sexual Maturation; Follicular development; Folliculogenesis; LC-MS/MS; Primordial follicle activation; Proteome","Postnatal folliculogenesis, primordial follicle activation and follicular development at early stage are important for normal ovarian function and fertility, and a comprehensive understanding of this process under physiological condition is necessary. To observe the regulation and mechanism of ovarian follicle development during the prepubertal stages, we collected the mouse ovaries from three time points, including 1 day, 7 days, and 4 weeks after birth. We then performed a proteomic analysis u"
30587673,10.1292/jvms.17-0605,Serological and histological evaluation of species-specific immunocontraceptive vaccine antigens based on zona pellucida 3 in the small Indian mongoose (Herpestes auropunctatus).,The Journal of veterinary medical science,2019,"Kuninaga, Naotoshi","Animals; Antibodies/immunology; Antigens/immunology; Contraception, Immunologic/*veterinary; Enzyme-Linked Immunosorbent Assay/veterinary; Female; *Herpestidae/blood/immunology; *Introduced Species; Vaccines/*immunology; Zona Pellucida/*immunology/ultrastructure; fertility control; immunocontraception; invasive alien species; mongoose; zona pellucida","The small Indian mongoose (Herpestes auropunctatus) was introduced to Japanese islands and has impacted on the island's biodiversity. Population control has been attempted through capturing but its efficiency has rapidly declined. Therefore, new additional control methods are required. Our focus has been on the immunocontraceptive vaccines, which act in an especially species-specific manner. The amino-acid sequence of the mongoose ovum zona pellucida protein 3 (ZP3) was decoded and two types of "
42565085,10.1016/j.mtbio.2026.103491,Self-assembled nano-PROTACs potentiate colorectal cancer immunotherapy via downregulating PD-L1 and GPX4 expression.,Materials today. Bio,2026,"Luo, Xueping",Ferroptosis; Immunogenic cell death; Immunotherapy; PROTAC; Self-assembly,"Ferroptosis, a form of regulated cell death that is iron-dependent and driven by the accumulation of lipid peroxides (LPO), has emerged as a promising avenue for enhancing tumor immunogenicity and augmenting immune checkpoint blockade (ICB) efficacy. In this study, we demonstrated that dBET57, a BRD4-targeting PROTAC, potently suppresses the expression of GPX4, the master negative regulator of ferroptosis, thereby triggering ferroptotic cell death, while concurrently downregulating PD-L1 to reve"
42564049,10.3389/fendo.2026.1790049,"Acupuncture modulates extracellular vesicle-miRNA-HMOX1 axis to inhibit ferroptosis in polycystic ovary syndrome: integrating machine learning, in vitro and in vivo studies.",Frontiers in endocrinology,2026,"Wu, Xiaoling","Female; Animals; *MicroRNAs/metabolism/genetics; *Polycystic Ovary Syndrome/therapy/metabolism/genetics/pathology; *Ferroptosis/physiology; Rats; *Heme Oxygenase-1/metabolism/genetics; *Acupuncture Therapy/methods; *Extracellular Vesicles/metabolism; Granulosa Cells/metabolism; Rats, Sprague-Dawley; Humans; Disease Models, Animal; Heme Oxygenase (Decyclizing); acupuncture therapy; extracellular vesicles; ferroptosis; heme oxygenase-1; microRNA; polycystic ovary syndrome","BACKGROUND: Acupuncture therapy shows promise for polycystic ovary syndrome (PCOS), but its molecular mechanisms remain unclear. This study investigates whether acupuncture alleviates PCOS by regulating granulosa cell (GC) ferroptosis via extracellular vesicles (EVs). METHODS: Bioinformatic analysis of KGN cell transcriptome data identified heme oxygenase-1 (HMOX1) as a key candidate. Its role was validated in a PCOS rat model and GCs using RT-qPCR, western blot, and immunohistochemistry. Ferrop"
42559752,10.1080/03008207.2026.2712480,Type I collagen alleviates tBHP-induced senescence in murine hippocampal neuronal HT22 cells through an F-actin/ferroptosis pathway.,Connective tissue research,2026,"Wang, Xiaoling",F-actin; HT22 cells; Type I collagen; ferroptosis; senescence,"PURPOSE: Neuronal senescence contributes to several age-related neurodegenerative diseases occurring with aging. Meanwhile, aging of our bodies is accompanied by the systemic dysregulation of type I collagen, the major component in the extracellular matrix. This study investigates whether type I collagen plays a protective role in neuronal senescence. METHODS: Cellular senescence was assessed by evaluating senescence-associated beta-galactosidase staining, cell area, senescence-associated protei"
42552263,10.1002/biof.70138,Growth Differentiation Factor 15 (GDF15) Protects Against Sepsis-Associated Acute Kidney Injury via Suppression of TLR4-MyD88-NF-kappaB Signaling and Ferroptosis.,"BioFactors (Oxford, England)",2026,"Yang, Chengyi","Animals; *Myeloid Differentiation Factor 88/genetics/metabolism; *Toll-Like Receptor 4/genetics/metabolism; *Ferroptosis/drug effects/genetics; *Acute Kidney Injury/etiology/pathology/genetics/metabolism/prevention &; *Sepsis/complications/genetics/metabolism/pathology/drug therapy; NF-kappa B/metabolism/genetics; Humans; Signal Transduction/drug effects; *Growth Differentiation Factor 15/genetics/metabolism/pharmacology; Mice; Male; Oxidative Stress/drug effects; Kidney/pathology/metabolism; Mice, Inbred C57BL; Disease Models, Animal; Cell Line; GDF15; TLR4-MyD88-NF-kappaB; ferroptosis; inflammation; sepsis-associated acute kidney injury","Sepsis-associated acute kidney injury (SAKI) lacks mechanism-based therapies, with upstream ferroptosis regulators undefined. This study investigated growth differentiation factor 15 (GDF15) as a suppressor of TLR4-MyD88-NF-kappaB signaling and associated ferroptosis. Differential GDF15 expression was identified by integrated analysis of three GEO datasets (GSE232404, GSE30718, GSE44925) and validated in SAKI patient kidney tissue (n = 30 vs. controls n = 25) and in kidneys from cecal ligation a"
