Analysis,Score,Split,K,Pooled_rho,CI_low,CI_high,Q,I2,Train_rho,Val_rho,Same_direction,Val_CI_crosses_zero
L2CO,score_M2_Macrophage,leave:SKCM+THYM,30,0.1294,0.1089,0.1498,111.75,0.74,,,,
L2CO,score_Myeloid,leave:SKCM+THYM,30,0.1043,0.0837,0.1248,106.4,0.727,,,,
L2CO,score_M2_Macrophage,leave:SKCM+UCEC,30,0.1337,0.1131,0.1542,133.6,0.783,,,,
L2CO,score_Myeloid,leave:SKCM+UCEC,30,0.108,0.0873,0.1285,118.94,0.756,,,,
L2CO,score_M2_Macrophage,leave:SKCM+UCS,30,0.1338,0.1134,0.1541,132.15,0.781,,,,
L2CO,score_Myeloid,leave:SKCM+UCS,30,0.1072,0.0866,0.1276,116.18,0.75,,,,
L2CO,score_M2_Macrophage,leave:SKCM+UVM,30,0.1366,0.1162,0.1569,131.77,0.78,,,,
L2CO,score_Myeloid,leave:SKCM+UVM,30,0.1103,0.0898,0.1308,115.68,0.749,,,,
L2CO,score_M2_Macrophage,leave:STAD+TGCT,30,0.1451,0.1243,0.1658,125.43,0.769,,,,
L2CO,score_Myeloid,leave:STAD+TGCT,30,0.1165,0.0955,0.1373,114.05,0.746,,,,
L2CO,score_M2_Macrophage,leave:STAD+THCA,30,0.1446,0.1233,0.1658,126.72,0.771,,,,
L2CO,score_Myeloid,leave:STAD+THCA,30,0.1149,0.0934,0.1362,117.1,0.752,,,,
L2CO,score_M2_Macrophage,leave:STAD+THYM,30,0.1377,0.1169,0.1584,105.1,0.724,,,,
L2CO,score_Myeloid,leave:STAD+THYM,30,0.1097,0.0887,0.1306,104.92,0.724,,,,
L2CO,score_M2_Macrophage,leave:STAD+UCEC,30,0.1422,0.1213,0.163,126.28,0.77,,,,
L2CO,score_Myeloid,leave:STAD+UCEC,30,0.1135,0.0925,0.1345,117.1,0.752,,,,
L2CO,score_M2_Macrophage,leave:STAD+UCS,30,0.1422,0.1215,0.1629,124.82,0.768,,,,
L2CO,score_Myeloid,leave:STAD+UCS,30,0.1126,0.0917,0.1334,114.42,0.747,,,,
L2CO,score_M2_Macrophage,leave:STAD+UVM,30,0.1451,0.1244,0.1658,124.0,0.766,,,,
L2CO,score_Myeloid,leave:STAD+UVM,30,0.1159,0.095,0.1367,113.6,0.745,,,,
L2CO,score_M2_Macrophage,leave:TGCT+THCA,30,0.1389,0.1179,0.1597,135.0,0.785,,,,
L2CO,score_Myeloid,leave:TGCT+THCA,30,0.1129,0.0918,0.1339,117.53,0.753,,,,
L2CO,score_M2_Macrophage,leave:TGCT+THYM,30,0.1324,0.1119,0.1529,112.72,0.743,,,,
L2CO,score_Myeloid,leave:TGCT+THYM,30,0.1079,0.0873,0.1285,105.19,0.724,,,,
L2CO,score_M2_Macrophage,leave:TGCT+UCEC,30,0.1368,0.1162,0.1572,134.34,0.784,,,,
L2CO,score_Myeloid,leave:TGCT+UCEC,30,0.1116,0.0909,0.1322,117.49,0.753,,,,
L2CO,score_M2_Macrophage,leave:TGCT+UCS,30,0.1368,0.1164,0.1572,132.88,0.782,,,,
L2CO,score_Myeloid,leave:TGCT+UCS,30,0.1108,0.0902,0.1313,114.78,0.747,,,,
L2CO,score_M2_Macrophage,leave:TGCT+UVM,30,0.1396,0.1192,0.16,132.34,0.781,,,,
L2CO,score_Myeloid,leave:TGCT+UVM,30,0.114,0.0934,0.1345,114.07,0.746,,,,
L2CO,score_M2_Macrophage,leave:THCA+THYM,30,0.1314,0.1104,0.1523,113.84,0.745,,,,
L2CO,score_Myeloid,leave:THCA+THYM,30,0.106,0.0849,0.127,107.97,0.731,,,,
L2CO,score_M2_Macrophage,leave:THCA+UCEC,30,0.1359,0.1149,0.1568,135.53,0.786,,,,
L2CO,score_Myeloid,leave:THCA+UCEC,30,0.1099,0.0887,0.1309,120.39,0.759,,,,
L2CO,score_M2_Macrophage,leave:THCA+UCS,30,0.136,0.1151,0.1568,134.07,0.784,,,,
L2CO,score_Myeloid,leave:THCA+UCS,30,0.109,0.088,0.1299,117.66,0.754,,,,
L2CO,score_M2_Macrophage,leave:THCA+UVM,30,0.1389,0.118,0.1597,133.57,0.783,,,,
L2CO,score_Myeloid,leave:THCA+UVM,30,0.1123,0.0913,0.1333,117.05,0.752,,,,
L2CO,score_M2_Macrophage,leave:THYM+UCEC,30,0.1296,0.109,0.1501,112.92,0.743,,,,
L2CO,score_Myeloid,leave:THYM+UCEC,30,0.105,0.0843,0.1257,107.8,0.731,,,,
L2CO,score_M2_Macrophage,leave:THYM+UCS,30,0.1298,0.1093,0.1501,111.48,0.74,,,,
L2CO,score_Myeloid,leave:THYM+UCS,30,0.1043,0.0837,0.1248,105.0,0.724,,,,
L2CO,score_M2_Macrophage,leave:THYM+UVM,30,0.1325,0.1121,0.1529,111.31,0.739,,,,
L2CO,score_Myeloid,leave:THYM+UVM,30,0.1074,0.0869,0.1279,104.67,0.723,,,,
L2CO,score_M2_Macrophage,leave:UCEC+UCS,30,0.134,0.1135,0.1544,133.31,0.782,,,,
L2CO,score_Myeloid,leave:UCEC+UCS,30,0.1079,0.0873,0.1285,117.54,0.753,,,,
L2CO,score_M2_Macrophage,leave:UCEC+UVM,30,0.1368,0.1163,0.1572,132.91,0.782,,,,
L2CO,score_Myeloid,leave:UCEC+UVM,30,0.1111,0.0905,0.1317,117.0,0.752,,,,
L2CO,score_M2_Macrophage,leave:UCS+UVM,30,0.1369,0.1165,0.1572,131.45,0.779,,,,
L2CO,score_Myeloid,leave:UCS+UVM,30,0.1103,0.0898,0.1307,114.28,0.746,,,,
HELDOUT,score_M2_Macrophage,train32-70_seed42,22,0.1438,0.1205,0.1669,116.65,0.82,0.1438,0.1143,YES,NO
HELDOUT_VAL,score_M2_Macrophage,val30_seed42,10,0.1143,0.0732,0.1549,18.23,0.506,0.1438,0.1143,YES,NO
HELDOUT,score_Myeloid,train32-70_seed42,22,0.1229,0.0995,0.1461,99.17,0.788,0.1229,0.0697,YES,NO
HELDOUT_VAL,score_Myeloid,val30_seed42,10,0.0697,0.0284,0.1108,16.57,0.457,0.1229,0.0697,YES,NO
